artist_id,artist_name,artist_handle,page_link,description,invited_by,twitter,instagram,n_following,n_followers
0xA4cb937Bc5eC481fc2674794d4146206ecC71b15,Kaleb Johnston,kaleb,https://foundation.app/@kaleb,19 year old artist with a passion for 3D / Photography,the_alchemist,https://twitter.com/KalebJohnstonNZ,https://instagram.com/kalebjohnstonnz,44,438
0x5Cf3fF974D73b274F71db687Dc1b0b7d77Ac15F8,Buffet,buffet,https://foundation.app/@buffet,Graphic Designer based in Thailand.,the_alchemist,https://twitter.com/BuffetDesigns,,7,53
0x942c0685d660805cbEB5F5887F7df7917D4B9929,Jerry Liu,sloppyj44,https://foundation.app/@sloppyj44,"Director / Digital Artist / Animator
Jerry’s work has been featured by notable pop culture, art, and design publications such as Kotaku, Gizmodo, Hypebeast, Motionographer, and Cartoon Brew.",ryanputnam,https://twitter.com/SloppyJ44,https://instagram.com/jerryliustudio,28,139
0xD5acc1E4e3657Ce3F796FF9C05c017cF35e5d323,David Ariew,davidariew,https://foundation.app/@davidariew,"I'm a 3D artist and educator, and I've worked with artists like Beeple, Deadmau5, Katy Perry, Zedd, Keith Urban, and Excision.",qfilmstv,,,68,192
0x40aAaF161DDb1F836963848425992d8F67dF6d3C,Apratim Panwar,detox,https://foundation.app/@detox,"A creative individual, Just like you!
I like to explore graphic and motion design as well as illustration.",Detox,,,1,0
0x9dfa905f6192ba863AD309A8250F26cf58fE6487,Oliver Timperley,timpers,https://foundation.app/@timpers,"Stellar pixel artist Oliver Timperley holds a degree in animation and works out of the UK. With an affinity for vivid, surreal, immersive environments, expressive characters and conceptual creations.",aluben,https://twitter.com/TimpersHD,,33,1466
0xCe4bCC780868d123e6c6b4881A0Fe773986fEffC,Yker Moreno,ykermoreno,https://foundation.app/@ykermoreno,"Multidisciplinary Artist from Venezuela, Living in Brooklyn.",iamlirona,https://twitter.com/YkerMoreno,,169,138
0x71c1f7f438b37205e345c9d5dcF3E97e81587D5A,dalves,dalves,https://foundation.app/@dalves,"17 y/o young man design addict. working with a lot of cool people on their clothing.
a lot of my pieces are really just fun design experiments that don't really have a deeper meaning.",Conrady,https://twitter.com/dalv_s,,41,146
0x34aA3F359A9D614239015126635CE7732c18fDF3,Austin Griffith,austingriffith,https://foundation.app/@austingriffith,austingriffith.com,,,,1,52
0x97DDB656B2B18c9aA46f998da5b22963c8dF9FaC,Orphan,orphan,https://foundation.app/@orphan,"Hey I'm Orphan,
My work explores a filmic and dreamy visual world paired with short-form poetry based on my most salient memories and inner thoughts.
Word salad I know. It looks good too.",Weesh,https://twitter.com/orphan_crypto,,21,629
0xf73C802EF42BB714969e8B6990f3bc0cee152bf9,Wes L Cockx,wescream,https://foundation.app/@wescream,"Design, Experiment & Discover
Based in Brooklyn, New York",davidportebeckefeld,https://twitter.com/wes_cream,https://instagram.com/wes_cream,0,325
0x5C6B75BE6cC8D2d52dA9025dD616A91e99997810,N0-C0NF0RM,no-conform,https://foundation.app/@no-conform,N0-C0NF0RM is a creative project by Ian Moore-Kilgannon.,timriopelle,https://twitter.com/n0_c0nf0rm,https://instagram.com/no_conform,19,72
0x59247d6f9F358EA2171a5cF5439dAda2A749F92D,Alicja Colon,alicjacolon,https://foundation.app/@alicjacolon,"Fantastical tactile still-life imagery, photographed then animated.",bz,https://twitter.com/alicjacolon,,22,96
0x45f6E731798684B1Cf9D980777c9d636E1064ffc,Juicetra,juicetra,https://foundation.app/@juicetra,Juicetra#0001,,https://twitter.com/Juicetra,https://instagram.com/juicetra,15,133
0x7429DDb528111AFE7f995aeCfb63f2b839C3D56B,CryptoChris,cyptochris,https://foundation.app/@cyptochris,"Hello, I am a 2D Comic Artist from Austria doing funny sketches all around crypto & bitcoin. Check out my collection:
https://app.rarible.com/cryptochris?tab=collectibles",CyptoChris,,,1,3
0xAE4B19556b24157BE2dC459048A0E1DDBfd3B4C8,Zwistoldacc go to @zwist,zwistoldacc,https://foundation.app/@zwistoldacc,Wallet got hacked go to my new account @zwist,kaz,,,12,128
0x137575CcA7146243DDf418Ba22fCbFD69edc6b2C,ClassyPaints,classypaints,https://foundation.app/@classypaints,"Just an artist, trying to make some art",aluben,https://twitter.com/ClassyPaints,https://instagram.com/classypaints,103,119
0x1A53b8B97d76CB27E9c1Fb9a8087661E2D4842ba,PapaBearded,papabearded,https://foundation.app/@papabearded,"Stay at home Dad, birder, and crypto-enthusiast who makes Bird Art.
All artwork begins as photography I've personally taken and then developed into a piece worthy of the #NFTphotographers space.",PapaBearded,https://twitter.com/PapaBeardedNFTs,,20,146
0x810aEb09446c96890Ae49cB07fae70c2b2Eff2D3,Eselci,eselci,https://foundation.app/@eselci,"24 Year old illustrator with a wrist injury slowly drawing glassy eyed girls.
Inspired by anime and surrealism.
Genesis Collection 'Crypto Dolls' 2/4 Available now.",Eselci,https://twitter.com/EselciXO,,4,84
0xaaEb5a2F9908634FBbe9b5fd6610F140799FfC7c,Ahmed Ramirez,ram,https://foundation.app/@ram,Artist. Painter. Designer.,erin,https://twitter.com/ram_dezin,https://instagram.com/ram.dezin,12,75
0x522f9b9421aaaaFaE58E9CC46B011ded6E0De65C,ondrejzunka,ondrejzunka,https://foundation.app/@ondrejzunka,"London-based artist and director Ondrej Zunka has worked on projects for brands including Nike, Prada, Adidas, Puma, Apple, Burberry, MTV and collaborated with Hypebeast and Highsnobiety.",petertarka,https://twitter.com/ondrejzunka,,10,66
0x36301df4a98cCb0d5507BadFB6081dD62430ef52,Scribble Talk,scribbletalk,https://foundation.app/@scribbletalk,Mum's musings.,perrycooper,,,1,10
0x47a2dbBd91F68AF3C72c6ad6A95Afe7bC428bd16,DATA_BYTE,data_byte,https://foundation.app/@data_byte,Ash is a 23 digital artist from Iraq currently based in the United States. He specializes in creating 3D motion work for music videos and stage visuals.,waltondesign,https://twitter.com/DATA_BYTE_,,22,82
0xd0Dca1d87924386A1aBb0BDdCB5a89142F5A1D59,SwitchMedia,switchmedia,https://foundation.app/@switchmedia,"S͗̏W̔̓I̊T̀̊CH͐
1: a sh͋̋͊̓iͪft from on̍̅ͪ̏e͋̋ to another
2: a ch̽ͤaͨng̈́e̋̈́ f̍̇̿rom from the usual
3 : a device for br̃͆̈͗̓ê̅͊a̐̊kͭͥͭ̾̒̅i͌n̾̅ͤg̋͒͑, or ch̥̙an̯ͅg͖̝i͉̼n̼̻͖̤g̹̲ the co͔͎̪n͉̣̙ṇ̰̦̰ections",SwitchMedia,https://twitter.com/__SwitchMedia,,8,34
0xE118C784031698c48303d405431098777300602E,Eric Martin,ericmartin_3d,https://foundation.app/@ericmartin_3d,LA based automotive 3d artist,Eselci,,,1,21
0x4EF5E840e55D2E94915dF202552162cDA3AD03A0,Mario Zoots,zoots,https://foundation.app/@zoots,Artist and designer.,sterlingcrispin,,https://instagram.com/zoots,9,44
0x747A4400dbAA73eBF17028d09551e88D2c1D4526,Olliehooper,olliehooper,https://foundation.app/@olliehooper,"Ollie is a UK based 3d artist & motion designer focusing on 3D visuals, interactions, and motion.",perrycooper,https://twitter.com/Ollie__Hooper,https://instagram.com/ollie__hooper,13,136
0xc0bc66359Ec06183b9eD9948E97d0030E8Fe9434,Josef,josefbsharah,https://foundation.app/@josefbsharah,3D Artist,Impact,https://twitter.com/JosefBsharah,,36,128
0xC99fA0f3eCaE7A37c2C41F34D5D6A101e8fcd5f6,Isabel Malia,smoltog,https://foundation.app/@smoltog,Isabel Malia is a photographer and artist living in NYC. Her current project revolves around her Eco-Nuclear collectable series.,Aito,https://twitter.com/Smoltog,,16,144
0x7049871039097E61b1Ae827e77aBb1C9a0B14061,ProbCause,probcause,https://foundation.app/@probcause,"ARTIST, ANIMATOR, MUSICIAN.",Jah,https://twitter.com/ProbCause,,23,36
0xd863c0f47bDeB7f113EA85b3cb3D95c667f17Ab4,Nathan Head,nathanhead,https://foundation.app/@nathanhead,"PHOTOGRAPHER
Twitter: @nathanheadphoto",miguelgarest,https://twitter.com/NathanHeadPhoto,,7,357
0x38DfF25a32d7281D2Dc463a2A0F41AF22aD034D4,Jair Marino,jmarino_vfx,https://foundation.app/@jmarino_vfx,"Im a 3D artist based on Argentina who realized during the pandemic that this is what i love the most, and i want to share with the world and also inspire people to do the same. That´s my main goal.",Weesh,https://twitter.com/Jmarino_Vfx,,1,602
0xD3e9D60e4E4De615124D5239219F32946d10151D,Alex Masmej,masmej,https://foundation.app/@masmej,"Cofounder & CEO tryshowtime.com, created the $ALEX token",,https://twitter.com/AlexMasmej,,6,37
0x5707326fd9A69B8A43eF998385D1845892DAB849,DesignMorphineOG,designmorphineog,https://foundation.app/@designmorphineog,"Original account which we abandoned as the metamask was hacked.
Find us now at @designmorphine
https://foundation.app/designmorphine",fabiopalvelli,,,1,39
0xBB67Fbf829C293bbc73DB7e0F4f5cb50CA351e74,Six N. Five,sixnfive,https://foundation.app/@sixnfive,"Creator of digital Images, Films, and Objects. Exploring the boundaries between Digital and Physical since 2014.",davidportebeckefeld,,,19,347
0x2dae0AcC83479bCc204A12d02BF6aC483c0D0650,Mitch Viney,durrylord,https://foundation.app/@durrylord,mitchviney.com,davidportebeckefeld,,,0,42
0xF316a8cC1DCDF40b4279AbABBac69265a6a27582,Baugasm,baugasm,https://foundation.app/@baugasm,"Vasjen has been working with a lot of International clients such as, Adobe, Apple, Adidas, Converse, Coca-Cola, Samsung + His work has appeared on Publications, such as Computer Arts Magazine, 99U +",,https://twitter.com/baugasm,https://instagram.com/baugasm,12,297
0x262456d9a98537f4706324666B28Bfa4E9D23446,Jenk,jenk,https://foundation.app/@jenk,I create visions of the mind.,Timpers,https://twitter.com/JenkM8,https://instagram.com/designsbyjenk,45,163
0xe2f26e25fde8BC9AaA9b55C1292730c181eBB375,James Shannon,martelli,https://foundation.app/@martelli,"James Shannon is co-owner, photographer and 3D motion designer at Studio Shannon, based in Berlin.",Martelli,https://twitter.com/martelli,,6,29
0x63FC745B5309cE72921ED6dF48D4eAdddEB55f27,KidEight,kideight,https://foundation.app/@kideight,"KidEight is a graphic designer and 3D digital artist.
His work fuses street culture & style with brash saturated colours.
He has worked with Atlantic Records, Def Jam, Sony Records, UMG & more.",Captvart,https://twitter.com/_KidEight,https://instagram.com/kideight,7,396
0x632FD821174619a053D373BfCeAFE990e124ef08,Miai,1600miai,https://foundation.app/@1600miai,"Self taught 3D Anime visual artist based in Paris, France.
Your favorite Senpai !",kaz,https://twitter.com/1600Miai,,5,284
0x3F2D121417675c4a69Ba6f3c616B5f1706b4BF82,Kevin Castaneda,protanopia,https://foundation.app/@protanopia,"Colorblind artist currently Senior 3D Artist @ Amazon.
I suffer from major depressive disorder and schizoid personality disorder. That is my secret to being creative.",protanopia,https://twitter.com/theprotanomaly,https://instagram.com/prota.nopia,5,44
0x34331e2b02bc0aa89F61A8B4124f156fEB26e93f,Nishe,nisheink,https://foundation.app/@nisheink,"Visual artist and traditional painter working on representing evolving dualities between abstract nature and human designed technologies. Chaos in control, control in chaos.",PixelActivist,https://twitter.com/nisheink,,205,206
0x6a3BDEE410267d864D7aE93F52773a74b957e3b1,Dougy,dougy,https://foundation.app/@dougy,what the future sounds like 🌸🌹🌼🌺🌷,yuyatakeda,https://twitter.com/Dxugy,https://instagram.com/dxugy,45,94
0x0dAC0d611dB5955bBE881cF8D75D4C80271CAe83,Pinku,pinku,https://foundation.app/@pinku,.,natehill,https://twitter.com/CVirus000,,26,326
0xAd170E62645cA0C2E842b62F8A2dd68f001709aB,Gabriel Dean Roberts,gabrieldeanroberts,https://foundation.app/@gabrieldeanroberts,"Gabriel Dean Roberts is a fine art photographer in NYC with works shown in MoMa Ps1, Superchief Gallery and Noon Gallery in Brussels, Belgium. A veteran at VICE & Vogue with an MA from UW.",gabrieldeanroberts,https://twitter.com/gdrtweets,https://instagram.com/gabriel_dean_roberts,195,472
0x720A4FaB08CB746fC90E88d1924a98104C0822Cf,BrandonKangFilms,brandonkangfilms,https://foundation.app/@brandonkangfilms,y.at/⭐🎬⭐,doublea,https://twitter.com/BrandonKangFilm,https://instagram.com/brandonkangfilms,49,380
0x5fCA23366b91c2f4932C93fa8f9e04aD96BaFaeb,Brave Hero,telfarhero,https://foundation.app/@telfarhero,"Hi my name’s Hero i’m a Printmaker, Painter, Digital Artist and most importantly a friend",iartsometimes,,,0,27
0xDF5A47d33EeE27657a4032B3601B27a4c3839575,Daniel Labrosse,labrosse,https://foundation.app/@labrosse,"French-Hungarian creator of stuff, based in Budapest, fueled by coffee.",,https://twitter.com/DanielLabrosse2,https://instagram.com/labrossesstuff,22,119
0xa1AaE46D0758E701f909141B22E396d3315B5250,Edward Cunanan,sushinobi,https://foundation.app/@sushinobi,"I do comic books, paintings, nft and tangible collectibles.",danilpan0,https://twitter.com/Sushinobi_nft,,2,20
0x1D431a75AEbCE5F13BEc90eb4dC0eE34e7eB8840,Aaran,aaran,https://foundation.app/@aaran,21 Year old designer with a passion to create a void to share my thoughts.,dnsqe,,,1,21
0xB288A444bf5Fa056A0482Ec97BB4Bff5589265bf,Aris Roth,arisroth,https://foundation.app/@arisroth,"My name is Aris Roth. I am a Digital Illustrator & Animator based in Cologne, Germany. I paint dreamscapes inspired by anime, gaming & cyberpunk.",baka,https://twitter.com/arisroth,,26,225
0x06FaA08765232196fec5D089017EF5B103d3abaB,Niklas Lundberg,diftype,https://foundation.app/@diftype,"Diftype is the artistic presence of Niklas Lundberg. Notable for his evocative style of contemporary art, bold compositions and intense textures.",raccoonnook,https://twitter.com/diftype,,20,140
0xe6BB1b250Aa7a2Ca34e5e5D3A267201D195b4438,Rick Lundskow,lundskow,https://foundation.app/@lundskow,"I am a 3d artist based in Seattle, WA, USA that specializes in food based renders",yuyatakeda,https://twitter.com/lundskow,https://instagram.com/lundskow,15,46
0x0CE957c56fF54cbde8B0c4120552e30c47AC773a,Paul Snijder,paulsnijder,https://foundation.app/@paulsnijder,"Paul Snijder is a dutch director with a passion for 3D art, contempary art, cinematography and storytelling.",Julien,https://twitter.com/PaulSnijder1,,8,1412
0x0bE8E8c813c06960e411F10ca65db70B28e2FdA3,ROSS A. MORRIS,ram3dda,https://foundation.app/@ram3dda,3D ART,AlexMarks3D,https://twitter.com/RAM3DDA,,7,67
